2176	2889
4323	4275
1479	484
2034	1600
247	2084
2581	1479
5074	5074
5076	5074
4554	4095
4555	4554
3321	3389
5098	5097
5094	5098
5098	1774
5097	5094
1774	5097
2224	2157
2628	2157
2157	2221
2628	2628
2225	2157
2157	2157
2221	2225
2221	2221
3629	3630
2225	2225
2438	4069
1994	1993
4069	697
2438	697
3353	3419
2337	3419
3419	3418
2516	520
3418	2337
3353	3418
2337	2600
2458	3263
1101	2337
2600	1101
3261	2012
3261	3263
3263	2012
3261	2458
26	3263
3263	3263
3263	2284
3263	43
824	871
2506	1067
3264	3261
3261	2284
1461	4840
1461	4837
1461	4835
871	4020
4826	4823
2894	3618
3608	4716
3618	3608
2700	2819
2699	2699
2699	2817
2699	2819
2885	2883
2549	2885
2883	2549
1179	4283
2817	2700
2700	2700
2885	2090
2090	2883
730	730
4417	4361
1777	4361
1777	1777
4945	4943
2337	3165
1299	2166
2161	3918
2824	2761
3227	1449
991	2030
3261	3261
1998	1790
4417	1777
517	4157
3225	1449
598	3610
4987	2128
4011	3598
3478	4011
2222	1152
2222	1151
4987	660
2222	4642
4963	4960
98	3825
4711	3972
4712	3972
3188	3189
4908	4489
3585	4011
3570	4011
1590	1069
4699	1590
4699	1600
3353	1590
1600	3353
1069	1600
1449	1444
1600	1590
2967	1344
842	1344
1033	2967
1033	842
1517	1033
1033	3989
4395	1033
4096	2549
1344	4647
678	1344
3750	1344
1344	735
723	1344
1344	3819
1344	4980
3194	1344
1344	3190
1344	3714
3344	1344
1344	5122
1344	1813
3611	1344
1479	1344
2865	1344
1344	674
955	1344
1344	5167
4502	1344
1344	814
1344	1689
2596	1344
1344	330
224	413
1226	413
3204	413
3216	3204
3204	153
3204	3563
252	3204
3968	3204
1344	4995
1344	535
2865	4390
3611	4390
4390	413
4390	1429
4390	2581
1479	4390
3213	3204
2233	3204
3204	1347
1585	3204
4398	2370
2370	3611
2370	4416
1134	3204
3204	1890
3204	1847
3463	3204
3204	3396
3204	5016
3204	2898
3204	592
5066	3204
1031	2370
4392	1031
1031	1163
1031	1940
1031	227
4361	4995
2581	1031
1031	3611
1162	2370
3314	2370
2783	2370
2370	1545
1163	2370
1940	2370
103	2370
4392	2370
94	4361
4361	3089
1134	4417
1134	4361
4361	4101
3442	4361
2105	4361
4361	3523
4361	34
4361	621
3815	4361
4361	4218
4360	4361
4741	4361
4361	2940
4361	2938
886	518
886	3579
4077	886
2387	886
3957	4417
1968	4417
886	247
886	3118
333	4417
643	4417
551	4417
4417	1701
3030	4417
4417	884
3546	4417
721	4417
2517	924
3227	924
1134	924
38	895
895	4814
542	895
895	3079
824	895
895	924
2201	895
775	895
5130	895
895	1678
895	2166
886	2019
327	886
2371	3079
774	2371
3420	1777
824	2371
774	1777
600	1777
1777	535
1134	1777
1553	1777
1777	462
255	1777
3222	1777
1777	1264
1777	2529
906	924
1777	3417
994	4952
1134	4952
4952	517
2844	4952
654	4986
4986	4989
1504	2284
3151	2213
1362	654
1671	654
1671	4986
4986	1362
652	1362
654	755
4989	1362
1671	4989
2371	1373
2371	1703
2371	2034
1968	2371
4472	2371
2445	2371
2371	2005
2371	178
2706	2371
5070	2371
2371	1215
3611	2371
2371	4952
727	2371
3607	2371
1832	2371
687	633
2694	687
687	4044
687	687
687	958
687	642
687	4290
687	4187
687	1666
687	349
349	721
4986	349
482	2076
687	482
633	482
687	461
2182	2929
2182	1524
2182	1037
1524	1037
4283	25
953	484
3996	4283
25	3996
3226	1449
4987	4986
2273	2273
1449	3224
4169	4044
4169	958
687	1864
4850	687
1054	2203
1806	1054
687	440
2694	3920
4044	4266
687	4266
259	687
4044	4044
5119	1054
2337	1054
1806	4156
4660	1054
1931	1806
1806	4152
2337	1806
1054	5121
2532	482
482	2694
349	594
258	594
461	594
4327	594
594	3120
687	594
687	2377
259	3920
3120	687
3714	687
3432	482
1050	2694
354	3430
354	2694
2696	2706
2696	1806
2706	1806
6	3429
3414	3419
3426	3419
3429	3419
2706	1054
3762	3762
3762	1054
1806	3762
1931	3762
2337	6
6	3419
3426	6
3963	6
3525	5119
3730	1054
3547	5119
5119	3550
3730	1941
4660	2337
3237	3730
2337	3730
3414	1806
1054	3429
3429	1806
1806	3426
3414	5119
1806	5119
5119	3429
5119	3426
5044	3576
3837	3576
3589	3796
238	3589
3837	5044
4839	3186
3186	4848
4661	3186
2982	2988
2787	2787
2221	2626
2626	2157
3797	3569
1553	2787
2787	3248
2979	2988
1747	3311
1746	1747
953	2855
1747	2132
1018	1229
2626	2225
3311	1746
2132	1229
5121	6
6	4778
5121	3762
6	1054
2406	953
2406	652
2279	2457
2088	904
2626	2628
2620	2628
2628	1369
2628	2623
2626	4124
2617	2626
2617	2221
4124	2221
2157	4124
2157	2620
1369	2157
2617	2157
2628	2221
2628	4124
2628	2225
2224	2628
2080	5044
3192	3195
5044	3197
2221	2224
2225	2224
518	4353
1030	4354
4631	3972
3837	3195
3181	4848
4839	3181
3841	3855
3840	5044
4848	3197
3197	3193
238	2600
1453	970
973	1147
942	973
3075	973
973	973
5186	5186
234	3970
233	3970
3970	3963
3970	1450
3970	4848
1159	3970
2115	3970
4115	4986
4987	4115
4115	5006
4115	3921
660	4115
461	4850
4115	1167
289	2088
1299	1167
80	70
56	70
2225	2620
2225	2623
2225	4124
2225	1369
2623	2221
4124	2224
1369	2221
2221	2620
691	1196
4877	1196
3581	1960
1960	2589
355	538
3094	348
1614	355
355	1784
3884	2193
2785	2762
4065	4374
3884	3829
